Location,Xylem Type,Species name,Sample number,Sample length,wood density,SW/DW,SWC,Ks,Mean-Ks,max-Ks ,Dv,Dh,VAF,VF,P,P_g, K,Fd,Removed K,removed Fd
T,DP,Mesua ferrea,2,174,0.81,1.56,0.56,3.86,4.75,5.98,101.55,118.18,8.99,10.87,0.03,0.0172,0.12,66.55,,
T,DP,Mesua ferrea,2,174,0.81,1.56,0.56,4.4,4.75,5.98,101.55,118.18,8.99,10.87,0.04,0.023,0.27,101.04,,
T,DP,Mesua ferrea,2,174,0.81,1.56,0.56,4.92,4.75,5.98,101.55,118.18,8.99,10.87,0.05,0.0287,0.27,141.36,,
T,DP,Mesua ferrea,2,174,0.81,1.56,0.56,5.29,4.75,5.98,101.55,118.18,8.99,10.87,0.06,0.0345,0.37,182.25,,
T,DP,Mesua ferrea,2,174,0.81,1.56,0.56,5.63,4.75,5.98,101.55,118.18,8.99,10.87,0.07,0.0402,0.49,226.54,,
T,DP,Mesua ferrea,2,174,0.81,1.56,0.56,5.98,4.75,5.98,101.55,118.18,8.99,10.87,0.08,0.046,0.72,274.79,,
T,DP,Mesua ferrea,3,150,0.82,1.57,0.57,0.15,0.36,0.63,NA,NA,NA,NA,0.02,0.0133,0.18,2.05,,
T,DP,Mesua ferrea,3,150,0.82,1.57,0.57,0.17,0.36,0.63,NA,NA,NA,NA,0.03,0.02,0.18,3.32,,
T,DP,Mesua ferrea,3,150,0.82,1.57,0.57,0.26,0.36,0.63,NA,NA,NA,NA,0.04,0.0267,0.2,6.85,,
T,DP,Mesua ferrea,3,150,0.82,1.57,0.57,0.4,0.36,0.63,NA,NA,NA,NA,0.05,0.0333,0.27,13.41,,
T,DP,Mesua ferrea,3,150,0.82,1.57,0.57,0.56,0.36,0.63,NA,NA,NA,NA,0.06,0.04,0.31,22.26,,
T,DP,Mesua ferrea,3,150,0.82,1.57,0.57,0.63,0.36,0.63,NA,NA,NA,NA,0.07,0.0467,0.3,29.43,,
T,DP,Mesua ferrea,4,146,0.75,1.68,0.68,2.66,4.37,5.96,NA,NA,NA,NA,0.02,0.0137,0.08,36.49,,
T,DP,Mesua ferrea,4,146,0.75,1.68,0.68,3.14,4.37,5.96,NA,NA,NA,NA,0.03,0.0205,0.22,64.49,,
T,DP,Mesua ferrea,4,146,0.75,1.68,0.68,4.18,4.37,5.96,NA,NA,NA,NA,0.04,0.0274,0.31,114.64,,
T,DP,Mesua ferrea,4,146,0.75,1.68,0.68,4.75,4.37,5.96,NA,NA,NA,NA,0.05,0.0342,0.52,162.73,,
T,DP,Mesua ferrea,4,146,0.75,1.68,0.68,5.52,4.37,5.96,NA,NA,NA,NA,0.06,0.0411,0.62,226.69,,
T,DP,Mesua ferrea,4,146,0.75,1.68,0.68,5.96,4.37,5.96,NA,NA,NA,NA,0.07,0.0479,0.67,285.95,,
T,DP,Mesua ferrea,5,154,0.83,1.52,0.52,0.87,2.12,3.21,NA,NA,NA,NA,0.02,0.013,NA,NA,0,0
T,DP,Mesua ferrea,5,154,0.83,1.52,0.52,1.28,2.12,3.21,NA,NA,NA,NA,0.03,0.0195,NA,NA,0,0
T,DP,Mesua ferrea,5,154,0.83,1.52,0.52,1.82,2.12,3.21,NA,NA,NA,NA,0.04,0.026,0.05,47.24,,
T,DP,Mesua ferrea,5,154,0.83,1.52,0.52,2.52,2.12,3.21,NA,NA,NA,NA,0.05,0.0325,0.14,81.77,,
T,DP,Mesua ferrea,5,154,0.83,1.52,0.52,3.03,2.12,3.21,NA,NA,NA,NA,0.06,0.039,0.21,118.1,,
T,DP,Mesua ferrea,5,154,0.83,1.52,0.52,3.21,2.12,3.21,NA,NA,NA,NA,0.07,0.0455,0.25,146.07,,
T,DP,Mesua ferrea,6,151,0.8,1.56,0.56,0.94,2.03,2.9,NA,NA,NA,NA,0.02,0.0132,NA,NA,0,0
T,DP,Mesua ferrea,6,151,0.8,1.56,0.56,1.22,2.03,2.9,NA,NA,NA,NA,0.03,0.0199,NA,NA,0,0
T,DP,Mesua ferrea,6,151,0.8,1.56,0.56,1.76,2.03,2.9,NA,NA,NA,NA,0.04,0.0265,0.01,46.72,,
T,DP,Mesua ferrea,6,151,0.8,1.56,0.56,2.47,2.03,2.9,NA,NA,NA,NA,0.05,0.0331,0.08,81.86,,
T,DP,Mesua ferrea,6,151,0.8,1.56,0.56,2.9,2.03,2.9,NA,NA,NA,NA,0.06,0.0397,0.2,115.16,,
T,DP,Mesua ferrea,6,151,0.8,1.56,0.56,2.9,2.03,2.9,NA,NA,NA,NA,0.07,0.0464,0.24,134.37,,
T,DP,Pometia tomentosa ,1,121,0.47,2.13,1.13,2.71,2.17,2.84,97.33,128.1,6.39,7.74,0.02,0.0165,0.19,44.78,,
T,DP,Pometia tomentosa ,1,121,0.47,2.13,1.13,2.97,2.17,2.84,97.33,128.1,6.39,7.74,0.03,0.0248,0.35,73.71,,
T,DP,Pometia tomentosa ,1,121,0.47,2.13,1.13,3.42,2.17,2.84,97.33,128.1,6.39,7.74,0.04,0.0331,0.54,112.96,,
T,DP,Pometia tomentosa ,1,121,0.47,2.13,1.13,2.96,2.17,2.84,97.33,128.1,6.39,7.74,0.05,0.0413,0.68,122.14,,
T,DP,Pometia tomentosa ,1,121,0.47,2.13,1.13,1.68,2.17,2.84,97.33,128.1,6.39,7.74,0.02,0.0165,0.07,27.81,,
T,DP,Pometia tomentosa ,1,121,0.47,2.13,1.13,1.46,2.17,2.84,97.33,128.1,6.39,7.74,0.03,0.0248,0.17,36.14,,
T,DP,Pometia tomentosa ,1,121,0.47,2.13,1.13,1.86,2.17,2.84,97.33,128.1,6.39,7.74,0.04,0.0331,0.32,61.65,,
T,DP,Pometia tomentosa ,1,121,0.47,2.13,1.13,2.84,2.17,2.84,97.33,128.1,6.39,7.74,0.05,0.0413,0.52,117.45,,
T,DP,Pometia tomentosa ,1,121,0.47,2.13,1.13,2.76,2.17,2.84,97.33,128.1,6.39,7.74,0.06,0.0496,0.55,136.75,,
T,DP,Pometia tomentosa ,1,121,0.47,2.13,1.13,2.4,2.17,2.84,97.33,128.1,6.39,7.74,0.07,0.0579,0.57,139.05,,
T,DP,Pometia tomentosa ,2,138,0.49,2.24,1.24,0.44,0.44,0.49,93.89,118.61,5.79,7.83,0.02,0.0145,0.16,49.15,,
T,DP,Pometia tomentosa ,2,138,0.49,2.24,1.24,0.46,0.44,0.49,93.89,118.61,5.79,7.83,0.03,0.0217,0.22,75.86,,
T,DP,Pometia tomentosa ,2,138,0.49,2.24,1.24,0.49,0.44,0.49,93.89,118.61,5.79,7.83,0.04,0.029,0.24,108.67,,
T,DP,Pometia tomentosa ,2,138,0.49,2.24,1.24,0.83,0.44,0.49,93.89,118.61,5.79,7.83,0.05,0.0362,0.67,229.31,,
T,DP,Pometia tomentosa ,2,138,0.49,2.24,1.24,0.44,0.44,0.49,93.89,118.61,5.79,7.83,0.02,0.0145,0.18,49.27,,
T,DP,Pometia tomentosa ,2,138,0.49,2.24,1.24,0.4,0.44,0.49,93.89,118.61,5.79,7.83,0.03,0.0217,0.23,67.08,,
T,DP,Pometia tomentosa ,2,138,0.49,2.24,1.24,0.41,0.44,0.49,93.89,118.61,5.79,7.83,0.04,0.029,0.37,90.27,,
T,DP,Pometia tomentosa ,2,138,0.49,2.24,1.24,0.49,0.44,0.49,93.89,118.61,5.79,7.83,0.05,0.0362,0.45,135.68,,
T,DP,Pometia tomentosa ,2,138,0.49,2.24,1.24,0.46,0.44,0.49,93.89,118.61,5.79,7.83,0.06,0.0435,0.53,153.37,,
T,DP,Pometia tomentosa ,2,138,0.49,2.24,1.24,0.42,0.44,0.49,93.89,118.61,5.79,7.83,0.07,0.0507,0.52,162.97,,
T,DP,Pometia tomentosa ,3,183,0.15,6.75,5.75,2.63,2.15,3.13,117.84,141.94,9.68,8.37,0.02,0.0109,0.26,28.74,,
T,DP,Pometia tomentosa ,3,183,0.15,6.75,5.75,3.18,2.15,3.13,117.84,141.94,9.68,8.37,0.03,0.0164,0.56,52.19,,
T,DP,Pometia tomentosa ,3,183,0.15,6.75,5.75,3.87,2.15,3.13,117.84,141.94,9.68,8.37,0.04,0.0219,0.68,84.62,,
T,DP,Pometia tomentosa ,3,183,0.15,6.75,5.75,5.04,2.15,3.13,117.84,141.94,9.68,8.37,0.05,0.0273,0.77,137.57,,
T,DP,Pometia tomentosa ,3,183,0.15,6.75,5.75,1.3,2.15,3.13,117.84,141.94,9.68,8.37,0.02,0.0109,NA,NA,0,0
T,DP,Pometia tomentosa ,3,183,0.15,6.75,5.75,1.17,2.15,3.13,117.84,141.94,9.68,8.37,0.03,0.0164,0.05,19.24,,
T,DP,Pometia tomentosa ,3,183,0.15,6.75,5.75,1.78,2.15,3.13,117.84,141.94,9.68,8.37,0.04,0.0219,0.31,38.98,,
T,DP,Pometia tomentosa ,3,183,0.15,6.75,5.75,2.64,2.15,3.13,117.84,141.94,9.68,8.37,0.05,0.0273,0.7,72.21,,
T,DP,Pometia tomentosa ,3,183,0.15,6.75,5.75,3.13,2.15,3.13,117.84,141.94,9.68,8.37,0.06,0.0328,0.7,102.54,,
T,DP,Pometia tomentosa ,3,183,0.15,6.75,5.75,2.87,2.15,3.13,117.84,141.94,9.68,8.37,0.07,0.0383,0.77,109.9,,
T,DP,Pometia tomentosa ,4,140,0.61,1.96,0.96,5.6,5.04,6.76,68.71,80.41,8.98,23.37,0.02,0.0143,0.2,79.99,,
T,DP,Pometia tomentosa ,4,140,0.61,1.96,0.96,0.75,5.04,6.76,68.71,80.41,8.98,23.37,0.03,0.0214,0.49,159.99,,
T,DP,Pometia tomentosa ,4,140,0.61,1.96,0.96,6.76,5.04,6.76,68.71,80.41,8.98,23.37,0.04,0.0286,0.56,193.17,,
T,DP,Pometia tomentosa ,4,140,0.61,1.96,0.96,5.92,5.04,6.76,68.71,80.41,8.98,23.37,0.05,0.0357,0.59,211.39,,
T,DP,Pometia tomentosa ,4,140,0.61,1.96,0.96,5.74,5.04,6.76,68.71,80.41,8.98,23.37,0.06,0.0429,0.65,246.2,,
T,DP,Pometia tomentosa ,4,140,0.61,1.96,0.96,5.45,5.04,6.76,68.71,80.41,8.98,23.37,0.07,0.05,0.71,272.64,,
T,DP,Pometia tomentosa ,5,154,0.47,2.35,1.35,3.65,5.76,6.56,69.39,78.26,8.85,22.58,0.02,0.013,0.16,47.41,,
T,DP,Pometia tomentosa ,5,154,0.47,2.35,1.35,6.56,5.76,6.56,69.39,78.26,8.85,22.58,0.03,0.0195,0.57,127.88,,
T,DP,Pometia tomentosa ,5,154,0.47,2.35,1.35,6.04,5.76,6.56,69.39,78.26,8.85,22.58,0.04,0.026,0.57,156.98,,
T,DP,Pometia tomentosa ,5,154,0.47,2.35,1.35,5.74,5.76,6.56,69.39,78.26,8.85,22.58,0.05,0.0325,0.69,186.48,,
T,DP,Pometia tomentosa ,5,154,0.47,2.35,1.35,6.22,5.76,6.56,69.39,78.26,8.85,22.58,0.06,0.039,0.8,242.52,,
T,DP,Pometia tomentosa ,5,154,0.47,2.35,1.35,6.35,5.76,6.56,69.39,78.26,8.85,22.58,0.07,0.0455,0.91,288.78,,
T,DP,Pometia tomentosa ,6,175,0.44,2.57,1.57,7.54,12.14,14.72,107.47,135.13,5.01,5.19,0.02,0.0114,0.21,86.16,,
T,DP,Pometia tomentosa ,6,175,0.44,2.57,1.57,14.72,12.14,14.72,107.47,135.13,5.01,5.19,0.03,0.0171,0.78,252.41,,
T,DP,Pometia tomentosa ,6,175,0.44,2.57,1.57,11.99,12.14,14.72,107.47,135.13,5.01,5.19,0.04,0.0229,0.74,274.11,,
T,DP,Pometia tomentosa ,6,175,0.44,2.57,1.57,13.57,12.14,14.72,107.47,135.13,5.01,5.19,0.05,0.0286,1.06,387.77,,
T,DP,Pometia tomentosa ,6,175,0.44,2.57,1.57,13.12,12.14,14.72,107.47,135.13,5.01,5.19,0.06,0.0343,1.21,449.92,,
T,DP,Pometia tomentosa ,6,175,0.44,2.57,1.57,11.89,12.14,14.72,107.47,135.13,5.01,5.19,0.07,0.04,1.33,475.56,,
T,DP,Dipterocarpus turbinatus ,1,190,0.75,1.62,0.62,11,8.25,11,178.22,212.46,15.6,6.03,0.02,0.0105,NA,NA,,
T,DP,Dipterocarpus turbinatus ,1,190,0.75,1.62,0.62,9.57,8.25,11,178.22,212.46,15.6,6.03,0.03,0.0158,NA,NA,,
T,DP,Dipterocarpus turbinatus ,1,190,0.75,1.62,0.62,1,8.25,11,178.22,212.46,15.6,6.03,0.04,0.0211,NA,NA,,
T,DP,Dipterocarpus turbinatus ,1,190,0.75,1.62,0.62,10.28,8.25,11,178.22,212.46,15.6,6.03,0.05,0.0263,NA,NA,,
T,DP,Dipterocarpus turbinatus ,1,190,0.75,1.62,0.62,9.43,8.25,11,178.22,212.46,15.6,6.03,0.06,0.0316,NA,NA,,
T,DP,Dipterocarpus turbinatus ,1,190,0.75,1.62,0.62,8.23,8.25,11,178.22,212.46,15.6,6.03,0.07,0.0368,NA,NA,,
T,DP,Dipterocarpus turbinatus ,2,172,0.67,1.75,0.75,9.39,8.89,9.52,186,228.91,20.6,6.87,0.02,0.0116,NA,NA,,
T,DP,Dipterocarpus turbinatus ,2,172,0.67,1.75,0.75,8.49,8.89,9.52,186,228.91,20.6,6.87,0.03,0.0174,NA,NA,,
T,DP,Dipterocarpus turbinatus ,2,172,0.67,1.75,0.75,9.34,8.89,9.52,186,228.91,20.6,6.87,0.04,0.0233,NA,NA,,
T,DP,Dipterocarpus turbinatus ,2,172,0.67,1.75,0.75,9.52,8.89,9.52,186,228.91,20.6,6.87,0.05,0.0291,NA,NA,,
T,DP,Dipterocarpus turbinatus ,2,172,0.67,1.75,0.75,8.77,8.89,9.52,186,228.91,20.6,6.87,0.06,0.0349,NA,NA,,
T,DP,Dipterocarpus turbinatus ,2,172,0.67,1.75,0.75,7.85,8.89,9.52,186,228.91,20.6,6.87,0.07,0.0407,NA,NA,,
T,DP,Dipterocarpus turbinatus ,3,178,0.69,1.62,0.62,10.65,12.16,14.32,116.9,167.6,13.54,11.09,0.02,0.0112,NA,NA,,
T,DP,Dipterocarpus turbinatus ,3,178,0.69,1.62,0.62,10.05,12.16,14.32,116.9,167.6,13.54,11.09,0.03,0.0169,NA,NA,,
T,DP,Dipterocarpus turbinatus ,3,178,0.69,1.62,0.62,12.31,12.16,14.32,116.9,167.6,13.54,11.09,0.04,0.0225,NA,NA,,
T,DP,Dipterocarpus turbinatus ,3,178,0.69,1.62,0.62,14.32,12.16,14.32,116.9,167.6,13.54,11.09,0.05,0.0281,NA,NA,,
T,DP,Dipterocarpus turbinatus ,3,178,0.69,1.62,0.62,13.34,12.16,14.32,116.9,167.6,13.54,11.09,0.06,0.0337,NA,NA,,
T,DP,Dipterocarpus turbinatus ,3,178,0.69,1.62,0.62,12.27,12.16,14.32,116.9,167.6,13.54,11.09,0.07,0.0393,NA,NA,,
T,DP,Dipterocarpus turbinatus ,4,201,0.73,1.62,0.62,6.88,7.6,8.19,NA,NA,NA,NA,0.02,0.01,0.43,68.45,,
T,DP,Dipterocarpus turbinatus ,4,201,0.73,1.62,0.62,8.06,7.6,8.19,NA,NA,NA,NA,0.03,0.0149,0.51,120.25,,
T,DP,Dipterocarpus turbinatus ,4,201,0.73,1.62,0.62,8.16,7.6,8.19,NA,NA,NA,NA,0.04,0.0199,0.61,162.44,,
T,DP,Dipterocarpus turbinatus ,4,201,0.73,1.62,0.62,8.19,7.6,8.19,NA,NA,NA,NA,0.05,0.0249,0.64,203.67,,
T,DP,Dipterocarpus turbinatus ,4,201,0.73,1.62,0.62,6.77,7.6,8.19,NA,NA,NA,NA,0.06,0.0299,0.63,202.11,,
T,DP,Dipterocarpus turbinatus ,4,201,0.73,1.62,0.62,7.52,7.6,8.19,NA,NA,NA,NA,0.07,0.0348,0.64,262,,
T,DP,Dipterocarpus turbinatus ,5,189,0.66,1.68,0.68,12.13,12.64,14.95,154.18,192.1,17.24,8.54,0.02,0.0106,0.36,128.33,,
T,DP,Dipterocarpus turbinatus ,5,189,0.66,1.68,0.68,14.95,12.64,14.95,154.18,192.1,17.24,8.54,0.03,0.0159,0.55,237.35,,
T,DP,Dipterocarpus turbinatus ,5,189,0.66,1.68,0.68,14.54,12.64,14.95,154.18,192.1,17.24,8.54,0.04,0.0212,0.63,307.8,,
T,DP,Dipterocarpus turbinatus ,5,189,0.66,1.68,0.68,12.83,12.64,14.95,154.18,192.1,17.24,8.54,0.05,0.0265,0.59,339.38,,
T,DP,Dipterocarpus turbinatus ,5,189,0.66,1.68,0.68,10.5,12.64,14.95,154.18,192.1,17.24,8.54,0.06,0.0317,NA,NA,0,0
T,DP,Dipterocarpus turbinatus ,5,189,0.66,1.68,0.68,10.9,12.64,14.95,154.18,192.1,17.24,8.54,0.07,0.037,0.64,403.79,,
T,DP,Dipterocarpus turbinatus ,6,160,0.69,1.67,0.67,10.19,12.59,13.58,148.16,191.59,15.31,7.98,0.02,0.0125,0.4,127.34,,
T,DP,Dipterocarpus turbinatus ,6,160,0.69,1.67,0.67,13.58,12.59,13.58,148.16,191.59,15.31,7.98,0.03,0.0188,0.62,254.56,,
T,DP,Dipterocarpus turbinatus ,6,160,0.69,1.67,0.67,13.05,12.59,13.58,148.16,191.59,15.31,7.98,0.04,0.025,0.7,326.24,,
T,DP,Dipterocarpus turbinatus ,6,160,0.69,1.67,0.67,13.48,12.59,13.58,148.16,191.59,15.31,7.98,0.05,0.0313,0.78,421.23,,
T,DP,Dipterocarpus turbinatus ,6,160,0.69,1.67,0.67,12.31,12.59,13.58,148.16,191.59,15.31,7.98,0.06,0.0375,0.78,461.5,,
T,DP,Dipterocarpus turbinatus ,6,160,0.69,1.67,0.67,12.96,12.59,13.58,148.16,191.59,15.31,7.98,0.07,0.0438,0.83,566.85,,
T,DP,Vatica xishuangbannaensis,1,260,0.62,1.92,0.92,4.15,3.86,4.41,77.24,85.53,18.16,37.38,0.02,0.0077,0.22,31.92,,
T,DP,Vatica xishuangbannaensis,1,260,0.62,1.92,0.92,3.14,3.86,4.41,77.24,85.53,18.16,37.38,0.03,0.0115,0.3,36.19,,
T,DP,Vatica xishuangbannaensis,1,260,0.62,1.92,0.92,3.35,3.86,4.41,77.24,85.53,18.16,37.38,0.04,0.0154,0.4,51.48,,
T,DP,Vatica xishuangbannaensis,1,260,0.62,1.92,0.92,4.21,3.86,4.41,77.24,85.53,18.16,37.38,0.05,0.0192,0.47,80.95,,
T,DP,Vatica xishuangbannaensis,1,260,0.62,1.92,0.92,3.9,3.86,4.41,77.24,85.53,18.16,37.38,0.06,0.0231,0.46,90.01,,
T,DP,Vatica xishuangbannaensis,1,260,0.62,1.92,0.92,4.41,3.86,4.41,77.24,85.53,18.16,37.38,0.07,0.0269,0.46,118.65,,
T,DP,Vatica xishuangbannaensis,2,220,0.61,1.92,0.92,8.42,6.41,8.42,79.28,91.18,20.29,39.17,0.02,0.0091,0.33,76.53,,
T,DP,Vatica xishuangbannaensis,2,220,0.61,1.92,0.92,5.9,6.41,8.42,79.28,91.18,20.29,39.17,0.03,0.0136,0.35,80.4,,
T,DP,Vatica xishuangbannaensis,2,220,0.61,1.92,0.92,5.93,6.41,8.42,79.28,91.18,20.29,39.17,0.04,0.0182,0.38,107.83,,
T,DP,Vatica xishuangbannaensis,2,220,0.61,1.92,0.92,6.64,6.41,8.42,79.28,91.18,20.29,39.17,0.05,0.0227,0.44,151,,
T,DP,Vatica xishuangbannaensis,2,220,0.61,1.92,0.92,5.8,6.41,8.42,79.28,91.18,20.29,39.17,0.06,0.0273,0.45,158.12,,
T,DP,Vatica xishuangbannaensis,2,220,0.61,1.92,0.92,5.76,6.41,8.42,79.28,91.18,20.29,39.17,0.07,0.0318,0.46,183.28,,
T,DP,Vatica xishuangbannaensis,3,236,0.61,1.95,0.95,5.36,4.72,5.36,75.75,89.36,15.97,34.05,0.02,0.0085,NA,NA,0,0
T,DP,Vatica xishuangbannaensis,3,236,0.61,1.95,0.95,3.91,4.72,5.36,75.75,89.36,15.97,34.05,0.03,0.0127,0,49.64,,
T,DP,Vatica xishuangbannaensis,3,236,0.61,1.95,0.95,3.92,4.72,5.36,75.75,89.36,15.97,34.05,0.04,0.0169,0.05,66.38,,
T,DP,Vatica xishuangbannaensis,3,236,0.61,1.95,0.95,5.12,4.72,5.36,75.75,89.36,15.97,34.05,0.05,0.0212,0.14,108.44,,
T,DP,Vatica xishuangbannaensis,3,236,0.61,1.95,0.95,4.72,4.72,5.36,75.75,89.36,15.97,34.05,0.06,0.0254,0.17,120.11,,
T,DP,Vatica xishuangbannaensis,3,236,0.61,1.95,0.95,5.32,4.72,5.36,75.75,89.36,15.97,34.05,0.07,0.0297,0.24,157.81,,
T,DP,Vatica xishuangbannaensis,4,265,0.68,1.72,0.72,0.92,1.64,2.33,79.46,87.78,15.5,30.26,0.02,0.0075,NA,NA,0,0
T,DP,Vatica xishuangbannaensis,4,265,0.68,1.72,0.72,1.43,1.64,2.33,79.46,87.78,15.5,30.26,0.03,0.0113,0.04,16.15,,
T,DP,Vatica xishuangbannaensis,4,265,0.68,1.72,0.72,1.49,1.64,2.33,79.46,87.78,15.5,30.26,0.04,0.0151,0.04,22.55,,
T,DP,Vatica xishuangbannaensis,4,265,0.68,1.72,0.72,1.66,1.64,2.33,79.46,87.78,15.5,30.26,0.05,0.0189,0.12,31.39,,
T,DP,Vatica xishuangbannaensis,4,265,0.68,1.72,0.72,2.01,1.64,2.33,79.46,87.78,15.5,30.26,0.06,0.0226,0.28,45.53,,
T,DP,Vatica xishuangbannaensis,4,265,0.68,1.72,0.72,2.33,1.64,2.33,79.46,87.78,15.5,30.26,0.07,0.0264,0.35,61.46,,
T,DP,Vatica xishuangbannaensis,5,232,0.66,1.77,0.77,2.04,3.5,4.25,73.35,93.31,15.85,35.6,0.02,0.0086,NA,NA,0,0
T,DP,Vatica xishuangbannaensis,5,232,0.66,1.77,0.77,3.44,3.5,4.25,73.35,93.31,15.85,35.6,0.03,0.0129,0.21,44.53,,
T,DP,Vatica xishuangbannaensis,5,232,0.66,1.77,0.77,3.53,3.5,4.25,73.35,93.31,15.85,35.6,0.04,0.0172,0.25,60.85,,
T,DP,Vatica xishuangbannaensis,5,232,0.66,1.77,0.77,3.74,3.5,4.25,73.35,93.31,15.85,35.6,0.05,0.0216,0.38,80.59,,
T,DP,Vatica xishuangbannaensis,5,232,0.66,1.77,0.77,4.03,3.5,4.25,73.35,93.31,15.85,35.6,0.06,0.0259,0.36,104.17,,
T,DP,Vatica xishuangbannaensis,5,232,0.66,1.77,0.77,4.25,3.5,4.25,73.35,93.31,15.85,35.6,0.07,0.0302,0.44,128.14,,
T,DP,Vatica xishuangbannaensis,6,256,0.66,1.84,0.84,0.92,2.12,3.5,69.21,83.88,12.99,32.04,0.02,0.0078,NA,NA,0,0
T,DP,Vatica xishuangbannaensis,6,256,0.66,1.84,0.84,1.26,2.12,3.5,69.21,83.88,12.99,32.04,0.03,0.0117,0.03,14.78,,
T,DP,Vatica xishuangbannaensis,6,256,0.66,1.84,0.84,1.75,2.12,3.5,69.21,83.88,12.99,32.04,0.04,0.0156,0.01,27.38,,
T,DP,Vatica xishuangbannaensis,6,256,0.66,1.84,0.84,2.22,2.12,3.5,69.21,83.88,12.99,32.04,0.05,0.0195,0.09,43.34,,
T,DP,Vatica xishuangbannaensis,6,256,0.66,1.84,0.84,3.08,2.12,3.5,69.21,83.88,12.99,32.04,0.06,0.0234,0.23,72.28,,
T,DP,Vatica xishuangbannaensis,6,256,0.66,1.84,0.84,3.5,2.12,3.5,69.21,83.88,12.99,32.04,0.07,0.0273,0.34,95.83,,
T,DP,Dipterocarpus turbinatus,1,185,0.62,1.81,0.81,2.32,3.53,4.26,128.93,174.53,14.56,9.76,0.02,0.0108,NA,NA,0,0
T,DP,Dipterocarpus turbinatus,1,185,0.62,1.81,0.81,2.62,3.53,4.26,128.93,174.53,14.56,9.76,0.03,0.0162,NA,NA,0,0
T,DP,Dipterocarpus turbinatus,1,185,0.62,1.81,0.81,4.16,3.53,4.26,128.93,174.53,14.56,9.76,0.04,0.0216,0.05,89.96,,
T,DP,Dipterocarpus turbinatus,1,185,0.62,1.81,0.81,3.61,3.53,4.26,128.93,174.53,14.56,9.76,0.05,0.027,0.08,97.52,,
T,DP,Dipterocarpus turbinatus,1,185,0.62,1.81,0.81,4.23,3.53,4.26,128.93,174.53,14.56,9.76,0.06,0.0324,0.17,137.03,,
T,DP,Dipterocarpus turbinatus,1,185,0.62,1.81,0.81,4.26,3.53,4.26,128.93,174.53,14.56,9.76,0.07,0.0378,0.38,161.16,,
T,DP,Dipterocarpus turbinatus,2,194,0.65,1.68,0.68,3.28,4.8,5.75,158.81,193.99,14.93,6.97,0.02,0.0103,NA,NA,0,0
T,DP,Dipterocarpus turbinatus,2,194,0.65,1.68,0.68,3.74,4.8,5.75,158.81,193.99,14.93,6.97,0.03,0.0155,0.02,57.81,,
T,DP,Dipterocarpus turbinatus,2,194,0.65,1.68,0.68,5.75,4.8,5.75,158.81,193.99,14.93,6.97,0.04,0.0206,0.16,118.54,,
T,DP,Dipterocarpus turbinatus,2,194,0.65,1.68,0.68,5.09,4.8,5.75,158.81,193.99,14.93,6.97,0.05,0.0258,0.18,131.14,,
T,DP,Dipterocarpus turbinatus,2,194,0.65,1.68,0.68,5.53,4.8,5.75,158.81,193.99,14.93,6.97,0.06,0.0309,0.18,171.13,,
T,DP,Dipterocarpus turbinatus,2,194,0.65,1.68,0.68,5.42,4.8,5.75,158.81,193.99,14.93,6.97,0.07,0.0361,0.35,195.67,,
T,DP,Dipterocarpus turbinatus,3,181,0.6,1.97,0.97,1.26,2.67,3.9,149.55,205.35,16.35,8.17,0.02,0.011,NA,NA,0,0
T,DP,Dipterocarpus turbinatus,3,181,0.6,1.97,0.97,1.61,2.67,3.9,149.55,205.35,16.35,8.17,0.03,0.0166,NA,NA,0,0
T,DP,Dipterocarpus turbinatus,3,181,0.6,1.97,0.97,2.64,2.67,3.9,149.55,205.35,16.35,8.17,0.04,0.0221,0.16,58.28,,
T,DP,Dipterocarpus turbinatus,3,181,0.6,1.97,0.97,2.71,2.67,3.9,149.55,205.35,16.35,8.17,0.05,0.0276,0.23,74.76,,
T,DP,Dipterocarpus turbinatus,3,181,0.6,1.97,0.97,3.9,2.67,3.9,149.55,205.35,16.35,8.17,0.06,0.0331,0.28,129.32,,
T,DP,Dipterocarpus turbinatus,3,181,0.6,1.97,0.97,3.88,2.67,3.9,149.55,205.35,16.35,8.17,0.07,0.0387,0.41,150.1,,
T,DP,Dipterocarpus turbinatus,4,173,0.63,1.77,0.77,6.12,7.07,7.64,155.62,187.79,14.88,7.24,0.02,0.0116,0.06,70.7,,
T,DP,Dipterocarpus turbinatus,4,173,0.63,1.77,0.77,7.64,7.07,7.64,155.62,187.79,14.88,7.24,0.03,0.0173,0.18,132.44,,
T,DP,Dipterocarpus turbinatus,4,173,0.63,1.77,0.77,6.95,7.07,7.64,155.62,187.79,14.88,7.24,0.04,0.0231,0.36,160.75,,
T,DP,Dipterocarpus turbinatus,4,173,0.63,1.77,0.77,6.88,7.07,7.64,155.62,187.79,14.88,7.24,0.05,0.0289,0.42,198.93,,
T,DP,Dipterocarpus turbinatus,4,173,0.63,1.77,0.77,7.4,7.07,7.64,155.62,187.79,14.88,7.24,0.06,0.0347,0.48,256.6,,
T,DP,Dipterocarpus turbinatus,4,173,0.63,1.77,0.77,7.46,7.07,7.64,155.62,187.79,14.88,7.24,0.07,0.0405,0.51,301.83,,
T,DP,Dipterocarpus turbinatus,5,153,0.58,1.77,0.77,7.16,8.13,9.32,141.11,169.65,17.59,10.65,0.02,0.0131,0.22,93.65,,
